metal_level,company,plan_number,plan_name,plan_type,sob_url,plan_id
Silver,BlueCross BlueShield of South Carolina,26065SC0760003,Blue Direction Silver 2,POS,https://www.southcarolinablues.com/web/nonsecure/sc/resources/e26858e0-57f2-4eb6-81f1-f8a6559b6989/Blue+Direction+-+Silver+2+2025.pdf,144c350a-bdf3-4de6-9627-cfa8e5bf87a9
Gold,Blue Cross and Blue Shield of Kansas City,94248KS0560007,Blue KC Standard Gold Preferred-Care Blue EPO,EPO,https://bkcdocs.blob.core.windows.net/qhp/SBC_2025_94248KS0560007-01.pdf,144cdc20-f245-4db5-b496-efdd7b9f4301
Gold,CHRISTUS Health Plan,66252TX0290013,CHRISTUS Standard Gold,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Standard_Gold_2025.pdf,145365b2-77e0-4606-8824-01a6a9b14d5c
Gold,Ambetter from Arizona Complete Health,91450AZ0080113,Elite Gold,HMO,https://api.centene.com/SBC/2025/91450AZ0080113-01.pdf,14597439-344d-4690-9d96-5b294322d855
Gold,Aetna CVS Health,96992IN0060004,Gold 3 Advanced: Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Care 24/7,HMO,https://www.aetnacvshealth.com/documents/2025-IFP-774654_96992IN0060004-01_SBC.pdf,145b69a7-811b-4a2a-9dcb-a10a096f6398
Gold,UnitedHealthcare,45480OK0050034,"UHC Gold Copay Focus $0 Indiv Med Ded ($0 Virtual Urgent Care, $5 Tier 2 Rx, No Referrals)",HMO,https://www.uhc.com/ifp/sbc.45480OK0050034-01.en.2025.pdf,14631e43-8190-4302-8a53-2f83a33611ec
Catastrophic,Quartz,37833WI0540008,QUARTZ ONE ACHIEVE W/UW HEALTH CATASTROPHIC $9200 DED,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=Q1C255400801/view.pdf,1463bafb-7cc2-439b-b83c-d4ae48555177
Gold,Blue Cross and Blue Shield of Texas,33602TX0460948,Blue Advantage Gold HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxp-tx-2025.pdf,14643e8e-b0d9-4195-9ba7-484b73968757
Bronze,Blue Cross and Blue Shield of Texas,33602TX0870073,Blue Advantage Plus Bronze? 305,POS,https://www.bcbstx.com/sbc/ind/sbc-bosh43bavitxp-tx-2025.pdf,14664df5-ec12-4867-8015-27bdfa4cfe79
Gold,Medica,93078IA0050074,Elevate by Medica Gold Share,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBEMGSIA&uid=FFM.pdf,14685ba2-9668-483e-a127-e2fb436515fb
Gold,Common Ground Healthcare Cooperative,87416WI0060025,CGHC Gold $0 Ded - Envision Network (Vision Exam),EPO,https://www.commongroundhealthcare.org/assets/pdf/Plans-and-Benefits/2025/SBC/2025_Gold_0Ded-Envision_VisExam_SBC.pdf,147235af-e9f5-49b9-9ae1-bca9c4297778
Silver,Ambetter Health,35065IN0050001,Standard Silver + Vision + Adult Dental,HMO,https://api.centene.com/SBC/2025/35065IN0050001-01.pdf,147567a4-d712-40dd-9432-e91b2bab83cc
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0461037,Blue Advantage Bronze HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxp-tx-2025.pdf,147d1cff-d169-4041-b069-9e9c7f6d6e41
Silver,Regence BlueCross BlueShield of Oregon,77969OR5290008,Regence Standard Silver Plan Legacy,EPO,https://regence.com/go/2025/SBC/OR/StandardSilverLegacyLegacyEx.pdf,147ec72a-7a57-47de-9ba1-5ac5337c8a9f
Silver,Quartz,85773IL0030054,QUARTZ ONE ACHIEVE SILVER (VISION) $7000 DED - IL,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?t=Q1S250305401/view.pdf,1484f3bf-4a40-48e2-8b4e-adadeefffba3
Expanded Bronze,"Oscar Health Plan of North Carolina, Inc",69803NC0010050,Bronze Classic Standard,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/NC/sbc/2025_69803NC001005001.pdf,1487e4d2-4968-4c69-9c0e-ac4b02b41698
Expanded Bronze,Medica,53461MO0070051,Medica with MU Health Care Bronze Premier,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBMUBPMO&uid=FFM.pdf,14899039-2488-4f16-85e0-5f4e0deb821c
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990147,Blue Choice Preferred Silver PPO? 203,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsh30bceiilp-il-2025.pdf,148a7dec-7c1b-4c64-b98e-1ec42b606369
Silver,Oscar Insurance Company,91908OK0010055,Silver Simple Breathe Easy with Enhanced COPD Benefits,PPO,https://d3ul0st9g52g6o.cloudfront.net/2025/OK/sbc/2025_91908OK001005501.pdf,14a11fb9-92f9-4108-9bae-353b015de857
Silver,Anthem Blue Cross and Blue Shield,79475WI0340157,Anthem Silver Pathway/Lean 5300 (3 Free PCP Visits + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayLean53003FreePCPVisits0SelectDrugsIncentives/86PD/English/DG166705364088.pdf,14b2c910-e3af-40c8-935b-4d7656f55ea2
Expanded Bronze," Moda Health Plan, Inc.",73836AK0930003,Moda Pioneer Bronze 6500,PPO,https://www.modahealth.com/-/media/modahealth/shared/plans/AK/2025/individual/Moda-Pioneer-Bronze-6500-SBC-2025-AK.pdf,14b47fc8-a71b-4930-9865-c36f88bbdcaa
Catastrophic,Medica,53461MO0080013,Balance by Medica Catastrophic,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBBLCMO&uid=FFM.pdf,14b4e677-ec8c-4e9f-acfb-3c45f2e5215e
Expanded Bronze,HMO Louisiana,19636LA0240027,"Blue Connect Copay (PCP, Specialist, Urgent Care) 50/50 $7500 Standardized Plan (L)",POS,https://www.bcbsla.com/web/applications/sbcportal/sbcs/2025/19636LA0240027-01.pdf,14beb4cc-8807-4c3b-8df2-146c2cd1589d
Gold,Medica,73751ND0120045,Altru Prime by Medica Gold $0 Copay PCP Visits,HMO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBAPGCPCND&uid=FFM.pdf,14c1c9e8-7994-4d55-acc7-12e23433e266
Gold,Molina Healthcare,18167UT0010008,Gold 8,HMO,https://www.molinamarketplace.com/members/ut/en-US/PDF/Marketplace/2025/UT25SBCE_G8_1.pdf,14c21e72-2f60-48cf-868a-1a00c0433f31
Expanded Bronze,AvMed,19898FL0340017,AvMed Entrust Bronze 650 (2025),HMO,https://apps.avmed.com/Public/OHBRFileManager/DownloadFile.aspx?filePath=%2Fpresales%2FAvMed%2F2025%2FSBC%2FIFP%2FAVINHB16500101250624.pdf,14c60d31-13ba-4bc1-8f21-0a0e56b9500e
Gold,Blue Cross and Blue Shield of Illinois,36096IL0990130,Blue Choice Preferred Gold PPO? 204,PPO,https://www.bcbsil.com/sbc/ind/sbc-gpsh30bceiilp-il-2025.pdf,14c8e09b-64c2-4fc8-a7ad-2f6ec9eafc7e
Silver,Ambetter from Superior HealthPlan,87226TX0120001,Focused VALUE Silver + Vision + Adult Dental,HMO,https://api.centene.com/SBC/2025/87226TX0120001-01.pdf,14ccaa64-625a-4da2-8f0a-81e80ace1200
Silver,Florida Blue HMO (a BlueCross BlueShield FL company),30252FL0200038,myBlue Silver 25M02-03E ($0 Virtual PCP Visits / $0 Labs / $50 PCP Visits / Adult Dental & Vision / Rewards),HMO,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/25M02-03E.pdf,14d7a890-efa8-404d-8659-c463cb149799
Silver,UnitedHealthcare,42529IL0080001,"UHC Silver Advantage+ (Rx Copay, Dental + Vision, No Referrals)",HMO,https://www.uhc.com/ifp/sbc.42529IL0080001-01.en.2025.pdf,14d85598-d3fb-45b8-a95f-d7125b3ec9ac
Silver,Blue Cross and Blue Shield of Texas,33602TX0460976,Blue Advantage Silver HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxp-tx-2025.pdf,14d88c60-1d8e-40a7-b99d-ef0d51c07ec7
Gold,Blue Cross Blue Shield of Arizona,53901AZ1490001,Blue PPO PremierHealth Gold - Statewide PPO Network,PPO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=PPO%20PremierHealth%20Gold%20&Deductibles=1250&EffectiveDate=2025/01/01&ContractType=2.pdf,14db41e7-5681-43ba-961c-d3511bb22ca5
Gold,Cigna Healthcare,48121FL0070104,Connect Gold CMS Standard,EPO,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-25-sbc-fl-945292-g-connectcms.pdf,14ed6d7f-6c30-4077-86d5-468fb19bf65c
Silver,Anthem Blue Cross and Blue Shield,79475WI0340109,Anthem Silver Pathway/Lean 5300 (3 Free PCP Visits + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayLean53003FreePCPVisits0SelectDrugsIncentives/86PD/English/DG166705364088.pdf,14ee64f1-974b-4029-8533-2833842124b9
Expanded Bronze,BlueCross BlueShield of Tennessee,14002TN0400241,BlueCross B16S $50 PCP Copay + $0 virtual care from Teladoc Health �,EPO,https://www.bcbst.com/sbc/2025/127600/B16S_SBC.pdf,1506abee-880b-46e7-bd29-10589a701199
Expanded Bronze,"Alliant Health Plans, Inc.",29854TN0010015,SoloCare Exp Bronze EPO 7200 - $0 Generic Rx 10015,EPO,https://www.alliantplans.com/docs/solocare/2025/TN0010015-01.pdf,150ff848-4c59-4b08-9448-84342fcfa2dc
Silver,Blue Cross and Blue Shield of Texas,33602TX0870170,Blue Advantage Plus Silver? 202,POS,https://www.bcbstx.com/sbc/ind/sbc-sosh30bavitxp-tx-2025.pdf,15133fb5-7129-426b-bb36-150b3d802578
Silver,"Imperial Health Plan of the Southwest, Inc.",98113UT0010002,Imperial Standard Silver,HMO,https://documents.imperialhealthplan.com/2025/Marketplace/Plans/Utah/Imperial%20Standard%20Silver_98113UT0010002-01_CY2025.pdf,15157306-5b04-49c9-ba6b-ae1b07329351
Silver,Regence BlueCross BlueShield of Oregon,77969OR5280021,Silver 6200 Individual and Family Network,EPO,https://regence.com/go/2025/SBC/OR/Silver6200IFNEx.pdf,15169784-6737-4c00-be00-a4f5bebe419d
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990144,Blue Choice Preferred Silver PPO? 203,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsh30bceiilp-il-2025.pdf,1520cf19-4a2b-4818-ac5f-3b04ffd3debe
Gold,Ambetter from Superior HealthPlan,87226TX0070012,Standard Gold VALUE,HMO,https://api.centene.com/SBC/2025/87226TX0070012-01.pdf,1522dea0-d7c7-4a03-a218-89642f794edd
Silver,CHRISTUS Health Plan,66252TX0040003,CHRISTUS Silver,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Silver_2025.pdf,1525990e-fd03-4b31-bf3d-59a4093feebb
Gold,UnitedHealthcare,40702AZ0070010,"UHC Gold Advantage+ ($0 Virtual Urgent Care, $3 Tier 2 Rx, Dental + Vision)",HMO,https://www.uhc.com/ifp/sbc.40702AZ0070010-01.en.2025.pdf,1526414d-b32f-4945-a04f-3f1a75369710
Gold,AmeriHealth Caritas Next,17414NC0010009,AmeriHealth Caritas Next Gold Signature + No Referrals,HMO,https://www.amerihealthcaritasnext.com/assets/pdf/nc/2025/member/plan-documents/summary-of-benefits-nc-gold-signature-on.pdf,1527c289-b478-4e71-b26e-9c64eafdc1b8
Silver,Florida Blue HMO (a BlueCross BlueShield FL company),30252FL0140021,BlueCare Silver 24K02-21 ($0 Virtual PCP Visits / $0 Labs / Rewards),POS,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/24K02-21.pdf,152bcd7b-0515-4b90-8a7e-040dbaa550f0
Gold,"Oscar Health Plan of North Carolina, Inc",69803NC0010066,Gold Elite Saver Plus | with Atrium Health,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/NC/sbc/2025_69803NC001006601.pdf,152e28b8-ebf8-4a7a-a702-ea4b2afe475a
Gold,Anthem Blue Cross and Blue Shield,79475WI0340179,Anthem Gold Pathway/Lean Standard ($0 Virtual PCP + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemGoldPathwayLeanStandard0VirtualPCP0SelectDrugsIncentives/81UP/English/DG166705364058.pdf,153068ff-4462-422e-ab33-33ff7e9ef65b
Silver,CHRISTUS Health Plan,98780LA0080003,CHRISTUS Silver Essential,HMO,https://chppayment.christushealth.org/documents/2025/SBC/98780_SBC_CHRISTUS_Silver_Essential_2025.pdf,1538a306-21cf-4426-a79c-1710bfb3e7e8
Expanded Bronze,Regence BlueCross BlueShield of Utah,22013UT2650015,SaveWell Standard Bronze 7500,EPO,https://regence.com/go/2025/SBC/UT/SaveWellStandardBronze7500SaveWellEx.pdf,15474490-18fb-4c80-9aa3-6512176d3ddf
Gold,Quartz,85773IL0040060,QUARTZ PERFORMANCE GOLD MAINTENANCE (DENTAL & VISION) $500 DED - IL,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?t=QPG250406001/view.pdf,156125da-6d6d-43bd-9e93-a37ac81b4b8e
Silver,Florida Blue HMO (a BlueCross BlueShield FL company),30252FL0190028,myBlue Silver 24M02-78V ($0 Virtual PCP Visits / $50 PCP Visits / $15 Labs / Adult Vision / Rewards),HMO,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/24M02-78V.pdf,1571ad27-7813-47c0-a1b6-2704ba7ed0db
Silver,Oscar Insurance Company,91908OK0010045,Silver Simple Diabetes,PPO,https://d3ul0st9g52g6o.cloudfront.net/2025/OK/sbc/2025_91908OK001004501.pdf,15728bd5-d417-48cb-9487-d3979975f1f1
Bronze,SummaCare,52664OH1530023,SummaCare Bronze 8000,HMO,https://www.summacare.com/-/media/Project/SummaCare/Website/Document-Library/SBCs/IFP/2025/2025-SBC-SummaCare-Bronze-8000-EHB-Only.pdf,15732153-3ba9-4a92-b3a8-45eee186d7b5
Bronze,Blue Cross and Blue Shield of Texas,33602TX0460799,Blue Advantage Bronze HMO? 301,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsh42bavitxp-tx-2025.pdf,15765682-1209-48a7-be83-96d4b4af46a8
Expanded Bronze,Medica,20305NE0050073,Medica with CHI Health Expanded Bronze Standard,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBCHBESTNE&uid=FFM.pdf,157b206e-62b1-4c2e-8105-4dd2ac18f58b
Expanded Bronze,Blue Cross and Blue Shield of NC,11512NC0410045,Blue Local Bronze Complete | $60 PCP | $20 Tier 1 Rx | with Atrium Health,EPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Local_Bronze_Complete_4000_with_Atrium_Health_2025.pdf,1582f1c9-4e1d-4be4-849e-f73af35bcf3a
Silver,UnitedHealthcare,40702AZ0060038,"UHC Silver Advantage ($0 Virtual Urgent Care, $3 Tier 2 Rx)",HMO,https://www.uhc.com/ifp/sbc.40702AZ0060038-01.en.2025.pdf,158642f4-383a-438f-bae2-e5f726198b33
Silver,Ambetter of Illinois,27833IL0140063,Focused Silver,HMO,https://api.centene.com/SBC/2025/27833IL0140063-01.pdf,15894a10-84a5-421a-aa4d-59c6a0196c78
Expanded Bronze,AmeriHealth Caritas Next,72760DE0010002,AmeriHealth Caritas Next Bronze Signature + No Referrals,HMO,https://www.amerihealthcaritasnext.com/assets/pdf/de/2025/member/plan-documents/summary-of-benefits-de-bronze-signature-on.pdf,1592f204-04dd-4859-b770-4316a6ea40d9
Silver,Highmark Blue Cross Blue Shield Delaware,76168DE0690009,my Blue Access PPO Standard Silver 5000,PPO,https://shop.highmark.com/content/sbcs/2025/DE/Individual/I_76168DE0690009-01_20250101_SBC.pdf,1598c593-7a2b-448f-8e04-f11ed7ae1e9b
Silver,Ambetter of North Carolina,77264NC0020059,Standard Silver with Atrium Health + Vision + Adult Dental,HMO,https://api.centene.com/SBC/2025/77264NC0020059-01.pdf,159d09f0-d46c-49ec-a6c0-c13ce6b54a40
Gold,"Wellmark of South Dakota, Inc.",50305SD0310004,Wellmark Gold Traditional EPO,EPO,https://www.wellmark.com/-/media/sites/public/files/sbc/2025/SD/PX000012-RX000204.pdf,159f5435-666a-4961-9eb6-cf8cba6b32df
Silver,Aetna CVS Health,38927UT0380008,Silver 6 Advanced: Aetna network of doctors & hospitals,HMO,https://www.aetnacvshealth.com/documents/2025-IFP-777889_38927UT0380008-01_SBC.pdf,15a0ce1f-af52-430d-a0ac-1952e4abd5cb
Gold,Blue Cross and Blue Shield of Texas,33602TX0870286,Blue Advantage Plus Gold? 803,POS,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxp-tx-2025.pdf,15a44534-3721-44ba-b8fb-a59e9924781e
Bronze,BlueCross BlueShield of Tennessee,14002TN0400239,BlueCross B15E $0 virtual care from Teladoc Health �,EPO,https://www.bcbst.com/sbc/2025/127600/B15E_SBC.pdf,15b7aa3b-5af8-4e65-9008-2441baf3ee11
Catastrophic,Blue Cross and Blue Shield of Illinois,36096IL0990179,Blue Choice Preferred Security PPO? 200,PPO,https://www.bcbsil.com/sbc/ind/sbc-cpsh30bceiilp-il-2025.pdf,15b80d6b-aacd-4604-a0bd-f1271c5af194
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0990198,Blue Choice Preferred Bronze PPO? 201,PPO,https://www.bcbsil.com/sbc/ind/sbc-bpsh31bceiilp-il-2025.pdf,15bea9dd-17bc-4bc8-91db-903ab5fde19b
Gold,"Antidote Health Plan of Arizona, Inc.",68445AZ0610030,"Gold Elite $0 Tier-1 PCP, $0 Antidote 24/7 Virtual PCP/Urg/Chronic Care/Referred Labs, $0 Advanced Rx",HMO,http://www.antidotehealth.com/assets/docs/25/m-sbc-25-az-en-68445AZ0610030-01-g-elite-on.pdf,15d71a25-f6e9-4ef5-a376-e644f27cb262
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0990269,Blue Choice Preferred Bronze PPO? 701,PPO,https://www.bcbsil.com/sbc/ind/sbc-bpsa31bceiilp-il-2025.pdf,15de3736-f8f3-45a6-a3c0-b43ade5bc0a4
Gold,Wellpoint,44228FL0040010,Wellpoint Essential Gold 800 ($0 Virtual PCP + $0 Select Drugs + Incentives),HMO,https://sbc.wellpoint.com/dpsdeeplink/deepLink/WellpointEssentialGold8000VirtualPCP0SelectDrugsIncentives/847K/English/DG166705513211.pdf,15df1ee6-b0b1-466b-89cc-fe1c6de81100
Silver,Ambetter of North Carolina,77264NC0010054,Focused Silver with Atrium Health,HMO,https://api.centene.com/SBC/2025/77264NC0010054-01.pdf,15e050da-db3d-407b-a1ed-fa6e8017e966
Silver,Blue Cross and Blue Shield of Kansas City,34762MO0590022,Blue KC Standard Silver BlueSelect EPO,EPO,https://bkcdocs.blob.core.windows.net/qhp/SBC_2025_34762MO0590022-01.pdf,15e37578-cc91-4880-8d1a-06657110d755
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990369,Blue Choice Preferred Silver PPO? 801,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsb44bceiilp-il-2025.pdf,15e54fb1-e738-4a7a-bfdc-72eb158318a4
Silver,Blue Cross and Blue Shield of Montana,30751MT0670002,Blue Focus Silver POS? 206,POS,https://www.bcbsmt.com/sbc/ind/sbc-sosh31blcimtp-mt-2025.pdf,15ef253c-9e1a-4562-83b8-e5b9ffc243ad
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990345,Blue Choice Preferred Silver PPO? Standard - Select Rx Copays,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsa45bceiilp-il-2025.pdf,15f1628a-1df0-42dc-b452-7a691a64c18d
Gold,Blue Cross and Blue Shield of Montana,30751MT0550086,Blue Preferred Gold PPO? Standard,PPO,https://www.bcbsmt.com/sbc/ind/sbc-gpsa56ppoimtp-mt-2025.pdf,15faa174-a72d-400f-af70-aff97455e191
Gold,Medica,53461MO0010074,Select by Medica Gold Share,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBSMGSMO&uid=FFM.pdf,1603660a-215c-4e38-9c06-8dbb325a7e21
Gold,Wellpoint,47501TX0030005,Wellpoint Essential Gold POS 1000 ($0 Virtual PCP + $0 Select Drugs + Incentives),POS,https://sbc.wellpoint.com/dpsdeeplink/deepLink/WellpointEssentialGoldPOS10000VirtualPCP0SelectDrugsIncentives/7ZKG/English/DG166705513634.pdf,1604e2de-7ad1-4884-81f8-53b64970d4f5
Silver,UnitedHealthcare,72850IN0170004,"UHC Silver Copay Focus+ $0 Indiv Med Ded ($0 Virtual Urgent Care, Dental + Vision, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.72850IN0170004-01.en.2025.pdf,16068dfe-5a8e-4c83-a54d-c01fead522f3
Silver,UnitedHealthcare,49714WY0200006,UHC Silver Standard (No Referrals),EPO,https://www.uhc.com/ifp/sbc.49714WY0200006-01.en.2025.pdf,16137daa-3329-4a64-a172-7c77844218f9
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0870102,Blue Advantage Plus Bronze? Standard,POS,https://www.bcbstx.com/sbc/ind/sbc-bosa91bavitxp-tx-2025.pdf,161a7b80-39fc-4487-83f7-a415ddd65163
Silver,Paramount,74313OH0210037,Paramount Essential Silver HRA NCO Off Exchange,HMO,https://pcl.promedica.org/-/media/FB4FC1FA2393481E91032CFF0E41158E.pdf,16221f97-0f70-41fe-b9d9-4b528dada3c6
Expanded Bronze,Sanford Health Plan,89364ND0090026,"Sanford Individual TRUE Standardized $7,500",HMO,https://www.sanfordhealthplan.org/-/media/plan-documents/2025/PY25INDTRUE_ST_7500_ND_HP4865.pdf,16237dd9-0fb6-4a27-8c47-9f3a843e7ab0
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0461199,MyBlue Health Bronze? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsd42bftitxp-tx-2025.pdf,163a1a8f-805d-4860-b1aa-7b9753248e80
Silver,Oscar Insurance Company of Florida,40572FL0200016,Silver Elite,EPO,https://d3ul0st9g52g6o.cloudfront.net/2025/FL/sbc/2025_40572FL020001601.pdf,163d0eb3-211e-4999-b885-d49ada0ecf98
Expanded Bronze,Ambetter Health,86382FL0050017,Standard Expanded Bronze VALUE,HMO,https://api.centene.com/SBC/2025/86382FL0050017-01.pdf,16429908-7e64-443b-950a-bdff5b9ffe4a
Catastrophic,Blue Cross and Blue Shield of Texas,33602TX0460664,Blue Advantage Security HMO? 200,HMO,https://www.bcbstx.com/sbc/ind/sbc-chsh30bavitxp-tx-2025.pdf,16447c85-78ff-4ed2-bdb6-adadafd1c68b
Catastrophic,Oscar Insurance Company,91908OK0010011,Secure,PPO,https://d3ul0st9g52g6o.cloudfront.net/2025/OK/sbc/2025_91908OK001001101.pdf,16448963-77b3-45d2-a85b-b900daab4190
Gold,Ambetter from Superior HealthPlan,87226TX0060013,Complete VALUE Gold,HMO,https://api.centene.com/SBC/2025/87226TX0060013-01.pdf,164f58b9-1902-4648-87fc-0ed7cc380b8b
Gold,Blue Cross and Blue Shield of Texas,33602TX0461081,MyBlue Health Gold? 403,HMO,https://www.bcbstx.com/sbc/ind/sbc-ghsa01bftitxp-tx-2025.pdf,165bbb32-1337-4cc8-bba9-d08f725e8e7d
Silver,Medica,53461MO0070047,Medica with MU Health Care Silver $0 Copay PCP Visits,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBMUSCPCMO&uid=FFM.pdf,16629066-4784-4446-b413-df240a11b301
Silver,Anthem Blue Cross and Blue Shield,96751NH0150209,Anthem Silver Pathway X Enhanced 5000/40% ($0 Virtual PCP + $0 Select Drugs) Standard,HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXEnhanced5000400PreferredVirtualCare0SelectDrugsStandard/81EX/English/DG166705363428.pdf,166dc662-24a8-45da-a025-fe168c2c7897
Silver,Blue Cross and Blue Shield of Texas,33602TX0870179,Blue Advantage Plus Silver? 202,POS,https://www.bcbstx.com/sbc/ind/sbc-sosh30bavitxp-tx-2025.pdf,16714def-594e-42f9-966e-7ff979ef2f9a
Expanded Bronze,Security Health Plan,38166WI0270005,"SimplyOne $6,200 HDHP",EPO,https://www.securityhealth.org/sbc/IFPSimplyOne_6200_01.pdf,1672fc65-955c-4920-847b-cba6aa8f3013
Silver,Quartz,37833WI0510287,QUARTZ GUNDERSEN PERFORMANCE SILVER $0 DED FLAT RX COPAYS,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=GPS255128701/view.pdf,1673228e-4725-42ba-b898-aadac9b7e3cf
Gold,Harvard Pilgrim Health Care,59025NH0370089,NH Local Choice HMO Gold,HMO,https://www.harvardpilgrim.org/rest/eoc/content/sbc/PD0000201715.pdf,16798385-2b95-4551-a6b3-13fb0bd3e2ee
Silver,Blue Cross and Blue Shield of Montana,30751MT0550097,Blue Preferred Silver PPO? Standard,PPO,https://www.bcbsmt.com/sbc/ind/sbc-spsa57ppoimtp-mt-2025.pdf,1679e422-2904-4460-ade5-3b21b476da7b
Gold,BlueCross BlueShield of Tennessee,14002TN0400223,BlueCross G08S $30 PCP Copay + $0 virtual care from Teladoc Health �,EPO,https://www.bcbst.com/sbc/2025/127600/G08S_SBC.pdf,167cbd92-8f23-4fb9-ade1-9a6d978e7e61
Expanded Bronze,Oscar Health Insurance,29341OH0100050,Bronze Classic Standard (Select),HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/OH/sbc/2025_29341OH010005001.pdf,1683ea5d-2abd-4b94-b44d-21b8bfdbe7e8
Gold,Blue Cross Blue Shield of Arizona,53901AZ1420147,Blue StandardHealth Gold - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=StandardHealth%20Gold%20&Deductibles=1500&EffectiveDate=2025/01/01&ContractType=2.pdf,168a9b7e-1eb4-4bd5-8e45-c1664d48c2bb
